"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Mayiladuthurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2021-04-23","   .00 %","","   .00 %","","  1.16 %","   .88 %","   .00 %","   .65 %","  1.72 %","   .50 %","   .68 %","","   .00 %","   .83 %","  1.43 %","   .00 %","   .85 %","","  -.21 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.46 %","   .00 %","   .43 %","   .00 %","","  1.22 %","   .70 %","   .50 %","   .41 %","   .00 %","   .00 %","   .50 %","   .00 %","   .78 %","   .00 %","   .00 %","   .56 %","   .90 %","   .00 %","",""
"2021-04-24","   .00 %","","   .00 %","","   .80 %","   .60 %","   .44 %","   .00 %","  1.69 %","   .49 %","   .00 %","","   .00 %","   .41 %","  1.06 %","  2.00 %","   .00 %","","  1.05 %","","  1.25 %","   .93 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  1.06 %","   .42 %","   .78 %","","  1.20 %","   .00 %","   .49 %","   .96 %","   .00 %","   .72 %","   .99 %","   .88 %","  2.31 %","   .00 %","   .35 %","   .84 %","   .89 %","   .00 %","",""
"2021-04-25","   .00 %","","   .00 %","","  1.03 %","   .66 %","   .15 %","   .32 %","   .00 %","   .00 %","   .67 %","","   .00 %","   .21 %","   .00 %","   .00 %","  1.68 %","","  1.04 %","","   .62 %","   .93 %","   .00 %","","   .00 %","   .00 %","","   .72 %","  1.05 %","   .21 %","   .00 %","","   .60 %","   .69 %","   .00 %","   .95 %","   .89 %","  1.43 %","  1.96 %","   .00 %","   .75 %","   .00 %","   .69 %","   .83 %","  1.77 %","   .85 %","",""
"2021-04-26","   .00 %","","   .00 %","","   .45 %","   .79 %","   .29 %","   .32 %","  1.67 %","   .00 %","  1.33 %","","   .93 %","  1.84 %","   .70 %","  1.96 %","   .00 %","","   .82 %","","   .61 %","   .00 %","   .00 %","","  4.35 %","   .00 %","","   .00 %","   .00 %","  1.05 %","   .00 %","","  1.18 %","  1.38 %","   .00 %","   .54 %","  1.77 %","  1.41 %","  1.44 %","   .44 %","   .75 %","   .00 %","   .69 %","   .82 %","   .87 %","   .00 %","",""
"2021-04-27","   .00 %","","  1.96 %","","   .90 %","   .61 %","   .15 %","   .97 %","   .00 %","   .00 %","   .66 %","","   .00 %","  1.41 %","  1.04 %","  1.92 %","   .83 %","","   .41 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .71 %","  1.04 %","  1.04 %","   .00 %","","   .00 %","   .68 %","   .49 %","   .80 %","   .00 %","   .00 %","   .47 %","   .87 %","  1.48 %","   .44 %","   .68 %"," -1.09 %","   .86 %","   .00 %","",""
"2021-04-28","   .00 %","","   .00 %","","   .89 %","   .71 %","   .29 %","   .64 %","   .00 %","   .00 %","  1.31 %","","   .00 %","  1.19 %","  1.03 %","  1.89 %","   .82 %","","   .41 %","","   .00 %","  3.67 %","   .00 %","","   .00 %","  1.26 %","","   .71 %","   .52 %","  1.03 %","   .00 %","","   .00 %","   .34 %","   .00 %","  1.06 %","   .00 %","   .69 %","   .47 %","   .43 %","   .73 %","   .44 %","   .34 %","  2.48 %","   .85 %","   .42 %","",""
"2021-04-29","","","   .00 %","","   .77 %","   .89 %","   .14 %","  1.27 %","  1.64 %","   .00 %","   .65 %","","   .00 %","  2.16 %","  1.70 %","   .00 %","   .00 %","","  1.62 %","","   .00 %","  1.77 %","   .00 %","","   .00 %","   .62 %","","   .00 %","   .00 %","  1.02 %","   .00 %","","   .00 %","  1.01 %","   .00 %","   .92 %","  1.74 %","   .69 %","   .47 %","   .43 %","   .00 %","   .87 %","   .34 %","   .54 %","   .85 %","   .00 %","",""
"2021-04-30","","","  1.92 %","","   .55 %","   .94 %","   .29 %","   .63 %","   .00 %","   .98 %","   .64 %","","   .93 %","   .58 %","   .00 %","  1.85 %","   .81 %","","  1.00 %","","   .61 %","  1.74 %","   .00 %","","   .00 %","   .00 %","","  2.11 %","  6.15 %","  2.02 %","  1.54 %","","   .58 %","  1.00 %","   .49 %","   .91 %","   .00 %","   .00 %","  -.47 %","   .00 %","  1.45 %","   .43 %","   .34 %","  -.27 %","   .84 %","   .42 %","",""
"2021-05-01","","","   .00 %","","  1.20 %","  1.02 %","   .14 %","   .62 %","   .00 %","  1.94 %","  3.18 %","","   .92 %","  1.15 %","  1.34 %","  1.82 %","   .81 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  1.45 %","  2.77 %","   .76 %","","  1.74 %","   .33 %","   .97 %","  1.81 %","   .85 %","  1.37 %","  2.35 %","  2.58 %","  5.00 %","   .00 %","   .67 %","   .80 %","   .00 %","   .00 %","",""
"2021-05-02","   .00 %","","   .00 %","","  1.72 %","   .62 %","   .43 %","   .00 %","  3.23 %","   .00 %","   .62 %","","   .91 %","  2.45 %","  1.98 %","  1.79 %","  1.60 %","","  1.38 %","","  1.21 %","  1.71 %","   .00 %",""," 12.50 %","   .00 %","","   .00 %","  2.38 %","  2.31 %","   .75 %","","  3.43 %","   .33 %","   .96 %","  1.01 %","   .00 %","   .68 %","  3.67 %","  1.26 %","  2.04 %","   .86 %","   .67 %","  2.39 %","   .00 %","   .83 %","",""
"2021-05-03","   .00 %","","   .00 %","","   .63 %","   .81 %","   .43 %","   .00 %","   .00 %","   .48 %","   .00 %","","   .90 %","  1.84 %","  1.62 %","   .00 %","   .79 %","","  3.11 %","","  2.40 %","   .84 %","   .00 %","","  3.70 %","   .00 %","","   .00 %","   .93 %","   .56 %","  1.49 %","","   .00 %","   .66 %","   .00 %","   .50 %","  1.69 %","   .67 %","  1.77 %","  2.07 %","   .67 %","   .43 %","   .33 %","   .78 %","  1.67 %","   .83 %","",""
"2021-05-04","","","   .00 %","","   .53 %","   .76 %","   .57 %","  2.17 %","   .00 %","   .95 %","   .00 %","","   .89 %","  1.45 %","   .96 %","  5.26 %","   .78 %","","   .94 %","","  1.17 %","   .00 %","   .00 %","","  3.57 %","   .00 %","","   .00 %","   .92 %","  2.81 %","   .00 %","","   .55 %","   .98 %","   .95 %","  1.50 %","   .83 %","  1.33 %","  1.74 %","   .00 %","  2.65 %","   .85 %","   .99 %","  2.84 %","  1.64 %","   .82 %","",""
"2021-05-05","   .00 %","","   .00 %","","  1.67 %","  1.22 %","   .43 %","  1.21 %","  3.12 %","   .47 %","   .61 %","","   .00 %","   .71 %","  2.52 %","   .00 %","  3.88 %","","  1.50 %","","  1.16 %","   .83 %","   .00 %","","   .00 %","   .62 %","","   .00 %","  3.65 %","  1.28 %","   .00 %","","  1.10 %","  1.61 %","  1.89 %","   .62 %","   .83 %","  1.32 %","  1.28 %","   .81 %","  1.29 %","   .84 %","   .33 %","  1.50 %","  2.42 %","   .00 %","",""
"2021-05-06","   .00 %","","   .00 %","","  1.64 %","  1.44 %","   .56 %","   .90 %","  1.52 %","  1.40 %","   .00 %","","   .88 %","  2.30 %","  4.31 %","  6.67 %","   .00 %","","   .92 %","","  1.14 %","  3.31 %","   .00 %","","   .00 %","  1.23 %","","   .00 %","  2.64 %","   .72 %","   .00 %","","  2.17 %","  1.90 %","   .93 %","  1.47 %","   .82 %","   .00 %","  2.11 %","  2.41 %","   .00 %","   .42 %","   .65 %","   .49 %","  1.57 %","   .41 %","",""
"2021-05-07","","","   .00 %","","   .91 %","  1.23 %","   .84 %","  1.48 %","  1.49 %","  1.38 %","  1.83 %","","   .88 %","  1.56 %","  1.77 %","  1.56 %","  1.49 %","","  2.55 %","","  1.69 %","  1.60 %","   .00 %","","  3.45 %","   .61 %","","   .00 %","  2.15 %","  1.61 %","   .00 %","","  2.66 %","   .62 %","  2.29 %","  1.81 %","   .81 %","   .00 %","  2.48 %","  1.57 %","  3.18 %","   .83 %","  1.30 %","   .00 %","  1.55 %","  2.02 %","",""
"2021-05-08","","","   .00 %","","  1.00 %","  1.46 %","   .56 %","  2.63 %","  4.41 %","  2.73 %","   .60 %","","  1.74 %","  2.39 %","  2.61 %","  6.15 %","  2.94 %","","  1.25 %","","  1.11 %","   .00 %","   .00 %","","   .00 %","   .60 %","","   .00 %","   .42 %","  1.76 %","   .00 %","","  2.59 %","  2.17 %","   .90 %","  2.01 %","   .81 %","  3.25 %","  4.84 %","  1.16 %","  6.79 %","  1.23 %","   .32 %","  1.23 %","  3.82 %","  1.98 %","",""
"2021-05-09","   .00 %","","  1.89 %","","  1.98 %","  1.12 %","  1.25 %","   .85 %","   .00 %","  2.21 %","   .60 %","","   .00 %","  3.16 %","   .28 %","   .00 %","  2.14 %","","  2.46 %","","  2.75 %","  3.15 %","  4.17 %","","   .00 %","   .00 %","","   .69 %","  2.51 %","   .69 %","   .00 %","","  2.53 %","  2.12 %","   .44 %","  1.86 %","  2.40 %","   .63 %","  3.85 %","  2.29 %","  5.20 %","   .41 %","  1.28 %","  3.64 %","  1.47 %","   .78 %","",""
"2021-05-10","   .00 %","","   .00 %","","  1.95 %","  1.32 %","  2.05 %","   .56 %","   .00 %","   .43 %","   .59 %","","   .00 %","  2.10 %","  5.63 %","   .00 %","  2.80 %","","  2.40 %","","  1.07 %","   .76 %","   .00 %","","  3.33 %","   .60 %","","   .00 %","   .41 %","  1.03 %","   .74 %","","  1.48 %","  1.78 %","  1.33 %","   .91 %","  2.34 %","   .62 %","  4.07 %","   .37 %","  3.30 %","   .81 %","  1.89 %","  1.17 %","  2.17 %","  1.54 %","",""
"2021-05-11","","","   .00 %","","  1.81 %","  1.79 %","  2.55 %","  1.69 %","  1.41 %","  1.29 %","  1.76 %","","   .00 %","  1.42 %","  2.67 %","  8.70 %","   .00 %","","  2.18 %","","  6.35 %","  1.52 %","  6.00 %","","   .00 %","   .00 %","","   .00 %","  1.22 %","  3.06 %","   .73 %","","  2.91 %","  2.62 %","  3.49 %","  1.92 %","  2.29 %","  1.86 %","  2.49 %","  1.49 %","  3.19 %","  2.41 %","   .31 %","   .93 %","  1.42 %","   .76 %","",""
"2021-05-12","","","   .00 %","","  2.62 %","  1.72 %","  2.35 %","  2.49 %","   .00 %","  2.55 %","  1.16 %","","   .00 %","  2.02 %","  1.04 %","  4.00 %","   .68 %","","  1.15 %","","  1.99 %","  4.48 %","  3.77 %","","  3.23 %","  1.19 %","","   .00 %","  1.61 %","  1.65 %","   .72 %","","  1.42 %","  1.99 %","  1.69 %","  2.33 %","   .75 %","  1.22 %","  4.17 %","  1.10 %","  3.61 %","  1.18 %","  2.16 %","  1.83 %","   .70 %","  1.13 %","",""
"2021-05-13","   .00 %","","   .00 %","","  2.92 %","  1.66 %","  1.66 %","  1.35 %","  4.17 %","  2.90 %","   .57 %","","   .00 %","  1.98 %","  4.63 %","  3.85 %","   .68 %","","  1.46 %","","  1.95 %","  2.86 %","  1.82 %","","   .00 %","   .00 %","","   .00 %","  3.56 %","   .97 %","   .00 %","","  2.79 %","  2.23 %","  1.66 %","  2.38 %","  2.96 %","  3.61 %","  3.33 %","  1.45 %","  4.48 %","   .78 %","   .30 %","   .00 %","   .69 %","  1.12 %","",""
"2021-05-14","","","  1.85 %","","  1.95 %","  1.39 %","  1.63 %","   .53 %","   .00 %","   .81 %","  3.41 %","","   .00 %","  2.40 %","  2.70 %"," 11.11 %","  2.01 %","","  1.76 %","","   .96 %","  2.78 %","   .00 %","","  9.38 %","   .00 %","","   .68 %","  1.15 %","  2.89 %","  1.44 %","","  4.98 %","  1.63 %","  1.63 %","  1.48 %","  1.44 %","  2.33 %","  2.58 %","  1.07 %","  1.43 %","  2.31 %","   .90 %","  2.25 %","  3.45 %","  1.85 %","",""
"2021-05-15","",""," 10.91 %","","  2.18 %","  1.50 %","  2.47 %","  1.32 %","  4.00 %","  1.20 %","  1.10 %","","   .00 %","  1.32 %","  4.31 %","  3.33 %","  1.32 %","","  2.67 %","","  3.32 %","  2.70 %","   .00 %","","  2.86 %","   .00 %","","   .00 %","  1.51 %","  1.87 %","   .71 %","","   .43 %","  2.95 %","  2.41 %","  2.29 %","  1.42 %","  1.14 %","  3.46 %","   .71 %","  1.88 %","   .38 %","  1.19 %","  1.98 %","   .67 %","  1.09 %","",""
"2021-05-16","   .00 %","","  1.64 %","","  2.73 %","  1.10 %","  1.81 %","  2.61 %","  5.13 %","  1.58 %","  1.09 %","","   .00 %","  1.15 %","  2.75 %"," 10.75 %","   .00 %","","  1.53 %","","  3.21 %","  3.95 %","   .00 %","","  5.56 %","   .59 %","","   .68 %","  2.23 %","  1.23 %","   .00 %","","  2.15 %","  1.56 %","  2.35 %","  1.53 %","   .70 %","  2.25 %","  3.04 %","  1.75 %","  3.23 %","   .75 %","  1.18 %","  8.86 %","  1.99 %","   .72 %","",""
"2021-05-17","","","   .00 %","","  2.74 %","  1.60 %","  1.66 %","   .25 %","  3.66 %","  3.11 %","  4.30 %","","   .00 %","  1.71 %","  3.12 %","  1.94 %","   .65 %","","  2.41 %","","  1.78 %","  1.90 %","  1.79 %","-##.## %","  5.26 %","  1.17 %","","  1.35 %","  2.55 %","  1.36 %","   .70 %","","   .42 %","  2.56 %","  2.30 %","  2.01 %","  4.17 %","  2.75 %","  4.42 %","  2.07 %","   .45 %","  1.86 %","  2.04 %","  1.39 %","  7.79 %","  1.42 %","",""
"2021-05-18","","","   .00 %","","  2.99 %","  1.54 %","  2.21 %","   .76 %","  2.35 %","  2.26 %","  1.55 %","","   .00 %","  2.66 %","  4.33 %","  8.57 %","  1.29 %","","  2.21 %","","  3.93 %","   .62 %","  7.02 %","","  5.00 %","  1.16 %","","   .00 %","  1.42 %","  2.39 %","  1.40 %","","   .84 %","  2.25 %","   .37 %","  2.65 %","   .00 %","  2.67 %","  4.52 %","  1.01 %","  1.78 %","  1.09 %","  1.14 %","  2.15 %","  5.42 %","  2.46 %","",""
"2021-05-19","","","  3.23 %","","  3.76 %","  1.59 %","  1.94 %","  3.27 %","  1.15 %","   .74 %","  4.57 %","","   .00 %","  1.09 %","  4.77 %","  4.39 %","  2.55 %","","  2.01 %","","  3.36 %","  1.85 %","   .00 %","","   .00 %","  2.29 %","","   .67 %","  2.45 %","  2.19 %","   .00 %","","   .41 %","  1.22 %","   .37 %","  1.82 %","   .67 %","   .52 %","  3.51 %","  2.68 %","  3.93 %","   .72 %","  1.13 %","  2.30 %","  3.43 %","  2.40 %","",""
"2021-05-20","","","   .00 %","","  3.55 %","  1.26 %","  2.24 %","  1.22 %","  1.14 %","  6.96 %","  2.91 %","","   .85 %","  3.24 %","  3.56 %","  8.40 %","  3.11 %","","  1.55 %","","  1.22 %","  1.21 %","  3.28 %","","   .00 %","   .56 %","","   .00 %","  5.12 %","  1.57 %","   .00 %","","  1.65 %","  1.93 %","  2.60 %","  1.88 %","  1.99 %","  2.07 %","  3.39 %","   .65 %","  4.62 %","  1.79 %","  1.40 %","  5.81 %","  2.76 %","  1.34 %","",""
"2021-05-21","","","   .00 %","","  2.92 %","  1.83 %","  2.74 %","  1.93 %","  2.25 %","  5.48 %","  4.72 %","","   .85 %","  1.57 %","  3.25 %","  6.20 %","  1.81 %","","  3.75 %","","  6.43 %","  4.79 %","  1.59 %","","  2.38 %","  1.11 %","","  1.32 %","  3.90 %","  1.83 %","   .69 %","","   .81 %","  2.13 %","  2.17 %","  2.95 %","   .65 %","  3.05 %","  3.79 %","   .97 %","  2.41 %","  3.52 %","  2.20 %","  2.30 %","  4.84 %","  4.29 %","",""
"2021-05-22","","","  3.12 %","","  2.76 %","  1.38 %","  3.41 %","  1.42 %","  2.20 %","   .97 %","  4.50 %","","   .84 %","  1.93 %","  3.70 %","  1.46 %","  1.18 %","","  3.75 %","","  1.13 %","  2.86 %","   .00 %","","  9.30 %","  1.65 %",""," 16.34 %","  2.50 %","  2.48 %","   .00 %","","  3.63 %","  1.16 %","   .35 %","  1.88 %","  1.94 %","  5.42 %","  3.89 %","  1.60 %","  6.27 %","  7.82 %","   .54 %","  2.25 %","  1.54 %","  2.53 %","",""
"2021-05-23","","","  9.09 %","","  2.00 %","  1.32 %","  2.16 %","  1.86 %","  1.08 %","  1.61 %","  1.72 %","","   .00 %","  1.90 %","  3.57 %","  5.76 %","  1.17 %","","  1.68 %","","  1.12 %","  1.67 %","  4.69 %","","  4.26 %","  1.62 %","","  2.81 %","  2.13 %","  2.02 %","   .68 %","","  4.28 %","  4.36 %","  4.24 %","  2.46 %","  3.16 %","  2.80 %","  3.04 %","  1.26 %","  4.06 %","  3.47 %","  1.07 %","  5.41 %","  1.01 %","  2.78 %","",""
"2021-05-24","","","  2.78 %","","  2.64 %","  1.30 %","  2.82 %","  1.37 %","  3.19 %","  1.58 %","  5.08 %","","   .00 %","  1.74 %","  3.79 %","  2.72 %","  2.31 %","","  2.03 %","","  1.11 %","  2.73 %","  4.48 %","","  2.04 %","  1.60 %","","  3.28 %","  2.69 %","  5.01 %","  4.08 %","","  1.12 %","   .88 %","   .34 %","  1.37 %","  1.23 %","  3.18 %","  5.00 %","   .00 %","  5.67 %","  1.52 %","   .27 %","  1.44 %","  1.50 %","  1.50 %","",""
"2021-05-25","","","  5.41 %","","  2.44 %","  1.36 %","  2.35 %","  2.03 %","  3.09 %","  4.98 %","  5.24 %","","  4.17 %","  3.05 %","   .33 %","  6.62 %","  1.13 %","","  1.12 %","","  7.30 %","  1.06 %","   .00 %","","   .00 %","   .00 %","","  1.59 %","  1.74 %","  2.51 %","   .00 %","","  5.17 %","  3.92 %","  2.36 %","  3.05 %","  2.42 %","  3.52 %","  3.68 %","  1.87 %","  3.36 %","  7.51 %","  1.06 %","   .63 %","  4.43 %","  2.96 %","",""
"2021-05-26","","","  8.97 %","","  2.44 %","  1.53 %","  2.97 %","  1.11 %","  5.00 %","  2.37 %","  5.36 %","","  1.60 %","  1.66 %","  3.81 %","  3.73 %","   .56 %","","  1.60 %","","  1.70 %","  2.63 %","  2.86 %","","  4.00 %","   .52 %","","  3.12 %","  4.29 %","  3.80 %","  -.65 %","","   .70 %","   .21 %","  4.95 %","  2.63 %","  2.37 %","  3.40 %","  4.18 %","  1.22 %","  2.27 %","  4.19 %","  1.05 %","  2.36 %","  2.83 %","  3.16 %","",""
"2021-05-27","","","  9.41 %","","  3.26 %","  1.21 %","  2.98 %","  1.97 %","  3.81 %","  3.19 %","  4.00 %","","   .00 %","  2.44 %","  1.59 %","  1.80 %","  1.67 %","","  1.21 %","","  1.34 %","  4.62 %","  4.17 %","","   .00 %","   .00 %","","  2.53 %","  6.30 %","  3.66 %","  2.63 %","","  4.88 %","  2.72 %","  1.26 %","  1.92 %","  2.89 %","  1.23 %","  2.00 %","   .60 %","  2.54 %","  9.12 %","  1.30 %","   .61 %","  2.29 %","  3.06 %","",""
"2021-05-28","","","  7.53 %","","  1.82 %","  1.64 %","  2.98 %","  1.50 %","  6.42 %","   .56 %","  7.34 %","","   .79 %","  1.59 %","  4.55 %","  4.71 %","  1.09 %","","  1.44 %","","  1.98 %","  5.88 %","  5.33 %","","  1.92 %","  1.04 %","","   .49 %","  4.64 %","  2.62 %","   .64 %","","  1.33 %","  1.83 %","   .00 %","  2.52 %","  1.69 %","  2.85 %","  3.54 %","  1.20 %","  2.17 %","  2.95 %","   .00 %","  3.82 %","  3.59 %","  2.16 %","",""
"2021-05-29","","","  4.00 %","","  2.93 %","  1.24 %","  1.75 %","  3.59 %","  5.17 %","  6.42 %","  2.28 %","","   .00 %","  3.02 %","  2.25 %","  4.49 %","   .00 %","","  1.30 %","","  3.24 %","  6.02 %","   .00 %","","  3.77 %","  2.06 %","","  2.94 %","  4.93 %","  1.78 %","  1.27 %","","  6.23 %","   .80 %","  3.11 %","  1.76 %","  1.10 %","  2.77 %","  2.09 %","   .89 %","  1.52 %","  5.01 %","  2.56 %","  2.06 %","  2.16 %","  2.38 %","",""
"2021-05-30","   .00 %","","  6.73 %","","  2.38 %","  1.39 %","  4.05 %","  2.65 %","  1.64 %","  1.84 %","  7.01 %","","   .78 %","  1.74 %","  2.79 %","  4.84 %","  3.24 %","","  2.21 %","","  1.25 %","  2.62 %","  7.59 %","","   .00 %","  2.53 %","","  5.24 %","  2.82 %","  1.96 %","   .00 %","","   .62 %","   .79 %","  2.71 %","  1.36 %","  1.64 %","  2.69 %","  2.79 %","   .29 %","  3.58 %","  3.86 %","  1.25 %","  3.03 %","  2.97 %","  1.81 %","",""
"2021-05-31","","","   .00 %","","  2.66 %","  1.21 %","  3.23 %","   .99 %","  1.61 %","  1.29 %","  2.38 %","","  2.33 %","  2.24 %","  3.57 %","  6.15 %","  2.62 %","","  1.59 %","","  3.10 %","  3.40 %","  5.88 %","","  3.64 %","  1.48 %","","   .45 %","  6.62 %","  2.03 %","  1.26 %","","  1.84 %","   .39 %","   .88 %","  1.34 %","  2.69 %","  2.62 %","  5.42 %","   .59 %","  1.73 %","  2.63 %","   .99 %","  2.38 %","  1.23 %","  3.81 %","",""
"2021-06-01","","","  8.11 %","","  2.87 %","   .78 %","  2.65 %","  3.94 %","   .79 %","  5.09 %","  2.33 %","","  4.55 %","  1.46 %","  2.21 %","  6.28 %","  1.53 %","","  2.02 %","","  2.10 %","  5.76 %","  1.11 %","","  8.77 %","   .49 %","","  4.50 %","  4.50 %","  1.99 %","   .00 %","","  2.11 %","  1.76 %","  3.20 %","  2.13 %","  1.57 %","  1.09 %","  3.60 %","  1.75 %","  3.97 %","  1.71 %","  2.20 %","  1.23 %","  1.63 %","  2.93 %","",""
"2021-06-02","","","  4.17 %","","  1.93 %","  1.10 %","  2.97 %","  1.33 %","   .79 %","   .73 %","  7.10 %","","  2.17 %","  2.06 %","  2.02 %","  7.73 %","  2.51 %","","  1.21 %","","  4.41 %","  3.50 %","  6.59 %","","  1.61 %","   .97 %","","  1.72 %","  5.33 %","  2.36 %","   .00 %","","  2.65 %","  2.50 %","   .00 %","  1.22 %","  2.06 %","   .72 %","  1.99 %","   .86 %","  1.09 %","  5.03 %","   .95 %","  3.51 %","  2.40 %","  2.38 %","",""
"2021-06-03","","","  6.40 %","","  2.58 %","   .97 %","  3.72 %","  1.31 %","  3.91 %","  1.92 %","  2.12 %","","   .71 %","   .91 %","   .79 %","  4.22 %","  2.45 %","","  1.30 %","","  1.97 %","  3.76 %","  5.15 %",""," 11.11 %","  3.35 %","","  4.66 %","  2.33 %","  3.31 %","   .62 %","","  2.59 %","  1.88 %","  3.10 %","  1.21 %","  4.04 %","  1.08 %","  1.79 %","  1.70 %","  1.08 %","  2.79 %","   .95 %","  2.22 %","  1.17 %","   .93 %","",""
"2021-06-04","","","  3.76 %","","  2.21 %","   .99 %","  2.27 %","  2.40 %","   .00 %","  4.95 %","  3.12 %","","   .70 %","  1.00 %","  2.89 %","  3.24 %","  2.87 %","","   .54 %","","  3.59 %","  3.99 %","  3.92 %",""," 31.43 %","  3.24 %","","  6.88 %","   .57 %","  1.94 %","  3.09 %","","   .28 %","   .37 %","   .00 %","  2.03 %","  2.43 %","  1.42 %","  2.39 %","   .56 %","  1.87 %","  3.11 %","  1.64 %","  1.53 %","  3.09 %","  1.15 %","",""
"2021-06-05","","","  3.62 %","","  2.11 %","   .87 %","  3.08 %","  2.70 %","  3.01 %","   .67 %","  6.05 %","","   .00 %","   .89 %","  1.02 %","  3.14 %","  2.33 %","","  1.28 %","","  3.47 %","  3.83 %","  4.72 %",""," 10.87 %","  3.59 %","","  2.27 %","   .76 %","  1.91 %","   .60 %","","  3.07 %","   .92 %","  3.28 %","  1.10 %","  3.32 %","  1.75 %","  1.71 %","  1.39 %","  1.57 %","  2.07 %","   .69 %","  1.63 %","  2.25 %","  2.95 %","",""
"2021-06-06","","","   .70 %","","  1.03 %","   .69 %","  2.64 %","  2.11 %","  3.65 %","   .22 %","  2.38 %","","  2.10 %","  1.37 %","  2.40 %","  2.66 %","  2.27 %","","  1.47 %","","   .77 %","  2.01 %","  1.80 %","","  6.86 %","  3.03 %","","  2.22 %","  3.56 %","  3.18 %","  4.17 %","","  4.07 %","  1.82 %","  2.91 %","   .95 %","  3.21 %","  2.41 %","  3.22 %","   .55 %","  1.03 %","  1.48 %","  1.14 %","  3.34 %","  2.93 %","   .88 %","",""
"2021-06-07","","","   .00 %","","  1.17 %","   .56 %","  1.76 %","   .86 %","  2.11 %","   .45 %","  4.41 %","","  2.74 %","  1.45 %","  2.59 %","  2.59 %","  1.78 %","","   .73 %","","  2.81 %","  4.28 %","  2.65 %","","  3.67 %","  3.78 %","","  1.81 %","  1.09 %","  1.09 %","   .00 %","","   .00 %","  1.61 %","   .00 %","  1.01 %","  4.89 %","  2.01 %","  2.08 %","   .00 %","  1.28 %","  2.00 %","  6.79 %","  -.12 %","  1.07 %","  1.53 %","",""
"2021-06-08","","","  6.94 %","","   .77 %","   .60 %","  2.93 %","  1.53 %","  4.14 %","  4.88 %","  1.11 %","","  2.67 %","   .38 %","  1.92 %","  2.17 %","  1.31 %","","   .72 %","","  1.00 %","  1.26 %","  4.31 %","","  9.73 %","  1.21 %","","  1.07 %","  1.61 %","  2.15 %","   .57 %","","  2.60 %","  2.29 %","  4.11 %","  1.47 %","  2.97 %","  2.96 %","  2.62 %","  1.36 %","  1.51 %","  3.21 %","  1.06 %","   .84 %","  2.82 %","  1.08 %","",""
"2021-06-09","","","  1.95 %","","  1.29 %","   .71 %","  4.01 %","  2.18 %","  3.31 %","  1.06 %","  2.20 %","","  3.90 %","  1.23 %","  1.65 %","  2.12 %","  4.31 %","","  1.53 %","","  1.97 %","  3.12 %","   .83 %",""," 12.10 %","   .00 %","","   .70 %","  1.23 %","  2.02 %","   .00 %","","  2.28 %","  1.20 %","   .00 %","   .79 %","  2.88 %","  1.28 %","  1.70 %","   .81 %","  1.49 %","  2.59 %","  1.26 %","  1.19 %","  1.03 %","   .64 %","",""
"2021-06-10","","","   .64 %","","  1.04 %","   .60 %","  1.24 %","  2.13 %","  1.28 %","   .63 %","  1.29 %","","  5.00 %","   .47 %","  1.04 %","  4.50 %","  4.13 %","","   .60 %","","  1.69 %","   .30 %","  2.46 %","","  5.04 %","  2.40 %","","  2.45 %","  1.57 %","  1.98 %","  1.14 %","","  1.99 %","  2.72 %","  4.69 %","   .26 %","   .00 %","  1.58 %","  1.11 %","  1.07 %","  4.65 %","  2.02 %","  2.90 %","  1.76 %","  1.36 %","   .42 %","",""
