"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2021-04-20","","","","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.44 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-23","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-24","","","","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.15 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","  4.26 %","  6.25 %","  2.13 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","  8.33 %","   .00 %","  2.63 %","   .00 %","   .00 %"
"2021-04-26","","","","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.16 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","  5.56 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-27","","","","   .00 %","  7.14 %","   .00 %"," 16.67 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  6.25 %","  2.04 %","  2.86 %","  3.29 %","   .00 %","  4.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","","","  3.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-28","","","","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.50 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","  8.33 %","  3.82 %"," 10.00 %","  3.85 %","","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," 15.38 %","   .00 %","  2.56 %","   .00 %","   .00 %"
"2021-04-29","","","","   .00 %","   .00 %","   .00 %"," 14.29 %","  4.88 %","   .00 %"," 14.29 %","  5.56 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.77 %","   .00 %","  9.20 %","   .00 %","   .00 %","","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %"
"2021-04-30","","","","   .00 %","  5.56 %","   .00 %","   .00 %","  2.33 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","  2.04 %","   .00 %","   .00 %","  2.38 %","   .00 %"," 11.76 %","   .00 %"," 10.26 %","  4.49 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  5.56 %","   .00 %","","","  6.06 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"
"2021-05-01","","","","   .00 %"," 15.79 %","   .00 %"," 12.50 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.84 %","   .00 %","   .00 %","","   .00 %","  4.35 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","","","  2.86 %","  6.67 %","   .00 %","  4.88 %","   .00 %","   .00 %"
"2021-05-03","","","","   .00 %","   .00 %","   .00 %"," 11.11 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.96 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.33 %","  6.67 %","   .00 %"," 11.11 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","","","   .00 %","  6.25 %","   .00 %","  2.33 %"," 28.57 %","   .00 %"
"2021-05-04","","",""," 14.29 %","  4.55 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .95 %","   .00 %","  7.14 %","  4.65 %","   .00 %","   .00 %","  5.45 %","  4.55 %","  7.21 %","   .00 %","   .00 %","","   .00 %","  4.17 %","   .00 %","   .00 %","  3.70 %","  5.00 %","   .00 %","","","   .00 %","  5.88 %","   .00 %","  4.55 %"," 33.33 %","   .00 %"
"2021-05-05","","","","   .00 %"," 26.09 %","   .00 %"," 14.29 %","  4.26 %"," 11.11 %","   .00 %","  4.55 %"," 25.00 %","   .00 %","   .94 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.26 %","  1.72 %","  4.35 %","  8.07 %","   .00 %","  3.33 %",""," 15.38 %","  4.00 %","   .00 %","   .00 %"," 10.71 %","  4.76 %","   .00 %","","","  5.56 %"," 16.67 %","   .00 %","  2.17 %","  8.33 %","   .00 %"
"2021-05-06","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-07","","",""," 12.50 %","  6.90 %"," 20.00 %","  6.25 %","  6.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.48 %","   .00 %","   .00 %","  6.67 %","   .00 %","  5.00 %","  1.69 %","  2.08 %","  6.22 %","   .00 %","  3.23 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","","","  5.26 %","  9.52 %","   .00 %","  2.13 %"," 15.38 %","   .00 %"
"2021-05-08","","",""," 11.11 %","  6.45 %","   .00 %","  5.88 %","  3.85 %","   .00 %","   .00 %","  4.35 %"," 10.00 %"," 16.67 %","  3.48 %","   .00 %","   .00 %","  2.08 %","   .00 %","   .00 %","   .00 %"," 12.24 %","  6.25 %","   .00 %","   .00 %","","  6.67 %","  3.85 %","   .00 %","   .00 %","  6.45 %"," 16.67 %","   .00 %","","","  2.50 %","  8.70 %","   .00 %","  2.08 %","  6.67 %","   .00 %"
"2021-05-09","","","","   .00 %","  3.03 %","   .00 %"," 11.11 %","  3.70 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","  2.52 %","   .00 %","  5.56 %","   .00 %","   .00 %","  4.76 %","  3.33 %","  7.27 %","  6.25 %"," 27.27 %","   .00 %","","   .00 %","  7.41 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","","","  2.44 %"," 12.00 %","   .00 %","  6.12 %","  6.25 %","   .00 %"
"2021-05-10","","","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","  7.14 %","  8.20 %","   .00 %","   .00 %","  6.12 %","   .00 %","  9.09 %","  1.61 %"," 16.95 %"," 10.38 %","   .00 %","  3.12 %","","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %"," 10.34 %","   .00 %","","","  7.14 %","  3.57 %","   .00 %","  3.85 %"," 11.76 %","   .00 %"
"2021-05-11","","","","   .00 %"," 11.76 %","   .00 %","  4.17 %","  3.57 %","   .00 %","   .00 %","   .00 %","  8.33 %","  6.67 %","  5.30 %","   .00 %"," 10.53 %","  1.92 %"," 33.33 %","  4.17 %","  4.76 %","  7.25 %"," 10.97 %","  7.14 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  6.25 %","   .00 %","","","  8.89 %"," 13.79 %","   .00 %","  5.56 %","   .00 %","   .00 %"
"2021-05-12","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-13","","","","   .00 %","  7.89 %","   .00 %","  8.00 %","   .00 %"," 10.00 %","   .00 %"," 12.00 %","  7.69 %","  6.25 %","  5.04 %","   .00 %","  4.76 %","  5.66 %"," 12.50 %","  8.00 %","  1.52 %","  6.76 %","  6.50 %"," 20.00 %","  3.03 %","","   .00 %","  3.45 %","   .00 %"," 12.50 %","  4.76 %","  8.82 %","   .00 %","","","   .00 %","  9.09 %","   .00 %","  8.77 %"," 10.53 %","   .00 %"
"2021-05-14","","",""," 20.00 %","  9.76 %","   .00 %","  7.41 %","  1.72 %","   .00 %"," 12.50 %","   .00 %","  7.14 %","  5.88 %","  2.74 %","   .00 %","  9.09 %","  1.79 %","   .00 %","   .00 %","  1.49 %","  6.33 %","  5.31 %"," 16.67 %","  5.88 %",""," 31.25 %","  3.33 %","   .00 %","   .00 %","  4.55 %"," 10.81 %","   .00 %","","","  2.04 %"," 11.11 %"," ##.## %","  9.68 %","   .00 %","   .00 %"
"2021-05-15","","","","   .00 %","  4.44 %","   .00 %"," 10.34 %","  8.47 %","   .00 %","   .00 %","  7.14 %","  6.67 %","  5.56 %","  3.33 %","   .00 %","  8.33 %","  3.51 %","   .00 %","  3.70 %","  1.47 %","  3.57 %","  5.29 %"," 14.29 %","  2.78 %","","  4.76 %","  3.23 %","   .00 %"," 11.11 %","  2.17 %","  4.88 %","   .00 %","","","   .00 %","  5.00 %"," 25.00 %","  1.47 %","   .00 %","   .00 %"
"2021-05-16","","","","  8.33 %","  2.13 %","   .00 %","   .00 %","  4.69 %","   .00 %","   .00 %","  6.67 %","  6.25 %","  5.26 %","  2.58 %","   .00 %","   .00 %","  5.08 %","   .00 %","  7.14 %","  5.80 %","  4.60 %","  3.11 %"," 12.50 %","   .00 %","","   .00 %","  3.12 %","   .00 %","   .00 %","  2.13 %","  2.33 %","   .00 %","","","   .00 %","  9.52 %","   .00 %","  2.90 %"," 23.81 %","   .00 %"
"2021-05-17","","","","   .00 %","  6.25 %"," 16.67 %","  3.12 %","  7.46 %"," 18.18 %","   .00 %"," 18.75 %","   .00 %","   .00 %","  3.14 %","   .00 %","  3.85 %","  3.23 %","   .00 %","  6.67 %","  2.74 %"," 12.09 %","  6.03 %","  3.70 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","  6.25 %","  6.82 %","   .00 %","","","  6.00 %"," 15.22 %"," 20.00 %","  7.04 %","  3.85 %","   .00 %"
"2021-05-18","","",""," 15.38 %","  7.84 %"," 14.29 %","  6.06 %","  8.33 %","   .00 %","   .00 %","  7.89 %","   .00 %","   .00 %","  3.66 %","   .00 %","  3.70 %","  3.12 %"," 22.22 %"," 15.62 %","  1.33 %","  6.86 %","  3.50 %","  3.57 %","   .00 %","","   .00 %","  6.06 %","   .00 %","  9.09 %","  5.88 %","   .00 %","   .00 %","","","   .00 %","  9.43 %","   .00 %","  1.32 %","  7.41 %","   .00 %"
"2021-05-19","","","","   .00 %","  3.64 %"," 12.50 %","  2.86 %","  6.41 %"," 15.38 %","   .00 %","  2.44 %","  5.88 %","  5.00 %","  4.71 %","   .00 %","  7.14 %","   .00 %","  9.09 %","  5.41 %","  3.95 %","  7.34 %","  5.50 %"," 20.69 %","   .00 %","","  9.09 %","   .00 %","   .00 %"," 25.00 %","  3.70 %","  2.13 %","   .00 %","","","  3.77 %","  5.17 %"," 16.67 %","  3.90 %","  6.90 %","   .00 %"
"2021-05-20","","","","  6.67 %"," 15.79 %"," 11.11 %","  5.56 %","  2.41 %","   .00 %"," 11.11 %","  7.14 %","   .00 %","   .00 %","  3.93 %","   .00 %"," 23.33 %","  3.03 %","   .00 %","  2.56 %","   .00 %","  6.84 %","  2.00 %","   .00 %","   .00 %","","  4.17 %","  5.71 %","   .00 %","  6.67 %","  8.93 %","  2.08 %","   .00 %","","","  5.45 %","  3.28 %","   .00 %","  5.00 %","  3.23 %","   .00 %"
"2021-05-21","","","","  6.25 %","  3.03 %","   .00 %","   .00 %","  2.35 %","   .00 %"," 10.00 %","  8.89 %","   .00 %","  4.76 %","  3.78 %"," 50.00 %","  2.70 %","  4.41 %","  8.33 %","  7.50 %","  6.33 %","  1.60 %","  4.72 %","  2.86 %","   .00 %","","   .00 %","  5.41 %","   .00 %","   .00 %","  1.64 %","  6.12 %","   .00 %","",""," 12.07 %","  3.17 %"," 28.57 %","  4.76 %","  3.12 %","   .00 %"
"2021-05-22","","","","  5.88 %","  8.82 %"," 10.00 %","   .00 %","  4.60 %","  6.67 %","  9.09 %","  4.08 %","  5.56 %","   .00 %","  1.04 %","   .00 %","  2.63 %","  1.41 %","   .00 %","  4.65 %","  1.19 %","  7.09 %","  3.56 %","   .00 %","   .00 %","","  4.00 %","  2.56 %","   .00 %","  6.25 %","  8.06 %","  5.77 %","   .00 %","","","  3.08 %","  9.23 %"," 11.11 %","  4.55 %","  6.06 %"," ##.## %"
