"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2021-01-26","   .67 %","","  1.01 %","  1.57 %","","   .39 %","","   .24 %","   .19 %","   .28 %","   .72 %","   .54 %","","  1.67 %","  2.45 %","   .51 %","   .65 %","  1.94 %","",""
"2021-01-27","   .99 %","","  1.07 %","  2.31 %","","   .39 %","","   .24 %","   .29 %","   .14 %","   .71 %","   .54 %","","  1.50 %","  3.96 %","   .32 %","   .52 %","  1.94 %","",""
"2021-01-28","  1.07 %","","   .94 %","  1.51 %","","   .39 %","","   .24 %","   .57 %","   .28 %","   .70 %","   .47 %","","   .00 %","  3.11 %","   .47 %","   .64 %","  1.40 %","",""
"2021-01-29","   .90 %","","  1.06 %","   .74 %","","   .39 %","","   .24 %","   .57 %","   .70 %","   .91 %","   .47 %","","   .00 %","  2.64 %","   .53 %","   .45 %","   .92 %","",""
"2021-01-30","   .73 %","","   .72 %","   .74 %","","   .39 %","","   .00 %","   .76 %","   .70 %","  1.11 %","   .33 %","","   .00 %","  1.86 %","   .56 %","   .88 %","   .90 %","",""
"2021-01-31","   .81 %","","   .26 %","   .74 %","","   .48 %","","   .00 %","   .57 %","   .70 %","  1.37 %","   .27 %","","   .78 %","  2.89 %","   .53 %","   .76 %","  1.33 %","",""
"2021-02-01","   .63 %","","   .39 %","   .00 %","","   .86 %","","   .00 %","   .56 %","   .70 %","  1.15 %","   .20 %","","   .78 %","  1.71 %","   .50 %","   .82 %","  1.76 %","",""
"2021-02-02","   .47 %","","   .83 %","   .71 %","","  1.04 %","","   .00 %","   .37 %","   .56 %","  1.14 %","   .26 %","","   .78 %","  1.71 %","   .37 %","   .56 %","  1.30 %","",""
"2021-02-03","   .71 %","","   .70 %","   .71 %","","  1.04 %","","   .00 %","   .46 %","   .14 %","   .93 %","   .26 %","","   .78 %","  2.01 %","   .40 %","   .56 %","  1.30 %","",""
"2021-02-04","   .70 %","","   .76 %","   .71 %","","  1.03 %","","   .00 %","   .46 %","   .14 %","   .86 %","   .26 %","","   .92 %","  2.01 %","   .52 %","   .24 %","   .86 %","",""
"2021-02-05","   .70 %","","   .76 %","   .71 %","","   .93 %","","   .00 %","   .73 %","   .40 %","   .71 %","   .39 %","","   .15 %","   .97 %","   .60 %","   .24 %","   .43 %","",""
"2021-02-06","   .46 %","","   .57 %","  2.09 %","","   .64 %","","   .00 %","   .82 %","   .54 %","   .83 %","   .39 %","","   .15 %","   .65 %","   .72 %","   .18 %","   .42 %","",""
"2021-02-07","   .61 %","","   .19 %","  1.38 %","","   .54 %","","   .00 %","   .81 %","   .54 %","  1.08 %","   .32 %","","   .15 %","   .65 %","   .81 %","   .24 %","  1.23 %","",""
"2021-02-08","   .53 %","","   .19 %","  1.38 %","","   .63 %","","   .00 %","   .99 %","   .40 %","  1.02 %","   .26 %","","   .15 %","   .31 %","   .68 %","   .36 %","  1.23 %","",""
"2021-02-09","   .60 %","","   .12 %","  2.02 %","","   .63 %","","   .00 %","   .89 %","   .40 %","  1.13 %","   .26 %","","   .00 %","   .31 %","   .68 %","   .36 %","  1.63 %","",""
"2021-02-10","   .45 %","","   .25 %","  2.02 %","","   .54 %","","   .00 %","   .79 %","   .26 %","  1.12 %","   .19 %","","   .00 %","   .62 %","   .67 %","   .42 %","  2.01 %","",""
"2021-02-11","   .90 %","","   .37 %","   .65 %","","   .62 %","","   .00 %","   .70 %","   .52 %","   .92 %","   .13 %","","   .00 %","   .62 %","   .55 %","   .48 %","  1.59 %","",""
"2021-02-12","  1.03 %","","   .37 %","   .65 %","","   .53 %","","   .24 %","   .78 %","   .52 %","   .67 %","   .13 %","","   .00 %","   .62 %","   .61 %","   .48 %","   .78 %","",""
"2021-02-13","   .88 %","","   .49 %","   .65 %","","   .44 %","","   .24 %","   .60 %","   .65 %","   .79 %","   .32 %","","   .15 %","   .61 %","   .49 %","   .47 %","   .78 %","",""
"2021-02-14","  1.02 %","","   .55 %","   .00 %","","   .35 %","","   .24 %","   .60 %","   .65 %","   .54 %","   .26 %","","   .15 %","  1.51 %","   .37 %","   .53 %","   .76 %","",""
"2021-02-15","  1.09 %","","   .48 %","   .00 %","","   .52 %","","   .24 %","   .68 %","   .52 %","   .24 %","   .25 %","","   .15 %","  1.20 %","   .29 %","   .64 %","   .75 %","",""
"2021-02-16","   .79 %","","   .48 %","   .00 %","","   .52 %","","   .24 %","   .92 %","   .13 %","   .18 %","   .51 %","","   .15 %","  1.20 %","   .37 %","   .64 %","   .75 %","",""
"2021-02-17","   .64 %","","   .48 %","   .00 %","","   .43 %","","   .00 %","   .75 %","   .38 %","   .18 %","   .51 %","","   .30 %","  1.20 %","   .28 %","   .76 %","  1.48 %","",""
"2021-02-18","   .64 %","","   .30 %","   .00 %","","   .34 %","","   .00 %","   .67 %","   .38 %","   .24 %","   .44 %","","   .29 %","  1.18 %","   .37 %","   .69 %","  1.48 %","",""
"2021-02-19","   .63 %","","   .41 %","   .00 %","","   .34 %","","   .00 %","   .58 %","   .38 %","   .35 %","   .50 %","","   .29 %","   .29 %","   .37 %","   .63 %","  1.45 %","",""
"2021-02-20","   .69 %","","   .36 %","   .00 %","","   .34 %","","   .00 %","   .33 %","   .38 %","   .47 %","   .56 %","","   .29 %","   .57 %","   .36 %","   .62 %","  1.08 %","",""
"2021-02-21","   .62 %","","   .24 %","   .00 %","","   .17 %","","   .00 %","   .16 %","   .38 %","   .70 %","   .31 %","","   .29 %","   .85 %","   .39 %","   .68 %","  1.42 %","",""
"2021-02-22","   .55 %","","   .29 %","   .00 %","","   .34 %","","   .00 %","   .33 %","   .25 %","   .81 %","   .37 %","","   .15 %","  1.12 %","   .31 %","   .56 %","  1.03 %","",""
"2021-02-23","   .75 %","","   .35 %","   .62 %","","   .42 %","","   .23 %","   .33 %","   .12 %","   .64 %","   .31 %","","   .00 %","  1.37 %","   .28 %","   .50 %","  1.37 %","",""
"2021-02-24","   .47 %","","   .41 %","   .62 %","","   .42 %","","   .23 %","   .57 %","   .12 %","   .69 %","   .31 %","","   .00 %","  1.64 %","   .30 %","   .39 %","  1.67 %","",""
"2021-02-25","   .54 %","","   .41 %","   .62 %","","   .25 %","","   .23 %","   .65 %","   .37 %","   .63 %","   .37 %","","   .00 %","  1.62 %","   .30 %","   .33 %","  1.67 %","",""
"2021-02-26","   .54 %","","   .41 %","   .62 %","","   .25 %","","   .23 %","   .80 %","   .37 %","   .51 %","   .37 %","","   .14 %","  2.36 %","   .22 %","   .28 %","  1.33 %","",""
"2021-02-27","   .53 %","","   .40 %","   .62 %","","   .08 %","","   .23 %","   .64 %","   .25 %","   .51 %","   .42 %","","   .14 %","  2.33 %","   .38 %","   .33 %","   .99 %","",""
"2021-02-28","   .59 %","","   .35 %","   .00 %","","   .00 %","","   .23 %","   .79 %","   .37 %","   .51 %","   .36 %","","   .14 %","  1.79 %","   .41 %","   .49 %","   .66 %","",""
"2021-03-01","   .72 %","","   .17 %","   .00 %","","   .08 %","","   .23 %","   .55 %","   .37 %","   .39 %","   .36 %","","   .14 %","  1.77 %","   .38 %","   .71 %","   .00 %","",""
"2021-03-02","   .59 %","","   .23 %","   .00 %","","   .25 %","","   .23 %","   .55 %","   .12 %","   .39 %","   .30 %","","   .14 %","  1.75 %","   .41 %","   .86 %","   .00 %","",""
"2021-03-03","   .71 %","","   .40 %","   .00 %","","   .25 %","","   .23 %","   .39 %","   .37 %","   .33 %","   .36 %","","   .00 %","   .72 %","   .41 %","   .91 %","   .00 %","",""
"2021-03-04","   .65 %","","   .28 %","   .00 %","","   .25 %","","   .23 %","   .39 %","   .37 %","   .17 %","   .24 %","","   .00 %","   .48 %","   .22 %","   .80 %","   .00 %","",""
"2021-03-05","   .58 %","","   .28 %","   .00 %","","   .58 %","","   .00 %","   .31 %","   .24 %","   .22 %","   .24 %","","   .00 %","   .48 %","   .24 %","   .74 %","   .00 %","",""
"2021-03-06","   .51 %","","   .28 %","   .00 %","","   .66 %","","   .00 %","   .54 %","   .24 %","   .27 %","   .24 %","","   .00 %","   .24 %","   .24 %","   .63 %","   .63 %","",""
"2021-03-07","   .57 %","","   .28 %","   .00 %","","   .57 %","","   .00 %","   .53 %","   .36 %","   .27 %","   .18 %","","   .00 %","   .24 %","   .24 %","   .42 %","   .94 %","",""
"2021-03-08","   .50 %","","   .11 %","   .00 %","","   .65 %","","   .00 %","   .60 %","   .12 %","   .33 %","   .24 %","","   .00 %","   .24 %","   .27 %","   .31 %","   .94 %","",""
"2021-03-09","   .69 %","","   .11 %","   .00 %","","   .73 %","","   .23 %","   .75 %","   .12 %","   .43 %","   .35 %","","   .29 %","   .24 %","   .29 %","   .41 %","   .94 %","",""
"2021-03-10","   .56 %","","   .11 %","   .00 %","","   .56 %","","   .23 %","   .82 %","   .12 %","   .49 %","   .35 %","","   .29 %","   .24 %","   .26 %","   .46 %","   .94 %","",""
"2021-03-11","   .74 %","","   .06 %","   .00 %","","   .48 %","","   .23 %","   .60 %","   .12 %","   .59 %","   .35 %","","   .29 %","   .24 %","   .24 %","   .46 %","   .31 %","",""
"2021-03-12","   .92 %","","   .00 %","   .00 %","","   .48 %","","   .68 %","   .67 %","   .12 %","   .91 %","   .35 %","","   .29 %","   .23 %","   .29 %","   .56 %","   .00 %","",""
"2021-03-13","   .85 %","","   .00 %","   .61 %","","   .47 %","","   .90 %","   .51 %","   .24 %","   .85 %","   .29 %","","   .29 %","   .23 %","   .26 %","   .71 %","   .00 %","",""
"2021-03-14","   .73 %","","   .11 %","   .61 %","","   .55 %","","  1.10 %","   .44 %","   .24 %","   .79 %","   .23 %","","   .00 %","   .69 %","   .26 %","   .71 %","   .00 %","",""
"2021-03-15","   .72 %","","   .22 %","   .61 %","","   .47 %","","  1.53 %","   .29 %","   .24 %","   .74 %","   .23 %","","   .00 %","   .92 %","   .21 %","   .55 %","   .30 %","",""
"2021-03-16","   .54 %","","   .50 %","   .61 %","","   .54 %","","  1.53 %","   .36 %","   .24 %","   .68 %","   .29 %","","   .00 %","  1.14 %","   .18 %","   .45 %","   .30 %","",""
"2021-03-17","   .30 %","","   .61 %","   .61 %","","   .54 %","","  1.29 %","   .29 %","   .24 %","   .36 %","   .34 %","","   .00 %","   .91 %","   .08 %","   .40 %","   .60 %","",""
"2021-03-18","   .24 %","","   .72 %","  1.18 %","","   .69 %","","  1.07 %","   .22 %","   .12 %","   .31 %","   .40 %","","   .00 %","   .91 %","   .05 %","   .54 %","   .60 %","",""
"2021-03-19","   .24 %","","   .66 %","  1.73 %","","   .76 %","","   .63 %","   .22 %","   .35 %","   .46 %","   .46 %","","   .00 %","   .67 %","   .03 %","   .49 %","   .60 %","",""
"2021-03-20","   .23 %","","   .60 %","  3.89 %","","   .68 %","","   .21 %","   .22 %","   .35 %","   .51 %","   .46 %","","   .00 %","  1.09 %","   .03 %","   .59 %","   .30 %","",""
"2021-03-21","   .23 %","","   .38 %","  4.38 %","","   .53 %","","   .21 %","   .21 %","   .47 %","   .51 %","   .34 %","","   .00 %","   .87 %","   .16 %","   .59 %","   .30 %","",""
"2021-03-22","   .29 %","","   .38 %","  4.38 %","","   .53 %","","   .21 %","   .21 %","   .35 %","   .50 %","   .28 %","","   .00 %","   .87 %","   .21 %","   .53 %","   .00 %","",""
"2021-03-23","   .29 %","","   .27 %","  3.21 %","","   .45 %","","   .41 %","   .21 %","   .35 %","   .65 %","   .28 %","","   .00 %","   .87 %","   .21 %","   .34 %","   .00 %","",""
"2021-03-24","   .23 %","","   .21 %","  3.13 %","","   .30 %","","   .41 %","   .28 %","   .12 %","   .50 %","   .28 %","","   .00 %","   .65 %","   .21 %","   .43 %","   .00 %","",""
"2021-03-25","   .23 %","","   .16 %","   .96 %","","   .44 %","","   .41 %","   .49 %","   .23 %","   .40 %","   .34 %","","   .00 %","   .00 %","   .23 %","   .33 %","   .00 %","",""
"2021-03-26","   .29 %","","   .11 %","   .48 %","","   .52 %","","   .81 %","   .49 %","   .12 %","   .25 %","   .34 %","","   .00 %","   .21 %","   .23 %","   .43 %","   .29 %","",""
"2021-03-27","   .34 %","","   .21 %","   .48 %","","   .59 %","","   .61 %","   .49 %","   .46 %","   .20 %","   .28 %","","   .00 %","   .21 %","   .18 %","   .38 %","   .58 %","",""
"2021-03-28","   .34 %","","   .21 %","   .48 %","","   .58 %","","   .60 %","   .56 %","   .69 %","   .15 %","   .33 %","","   .00 %","   .21 %","   .18 %","   .33 %","   .58 %","",""
"2021-03-29","   .34 %","","   .27 %","   .47 %","","   .58 %","","   .60 %","   .42 %","   .69 %","   .29 %","   .28 %","","   .00 %","   .42 %","   .23 %","   .19 %","   .58 %","",""
"2021-03-30","   .46 %","","   .27 %","   .47 %","","   .58 %","","   .60 %","   .28 %","   .68 %","   .39 %","   .28 %","","   .00 %","   .63 %","   .23 %","   .23 %","   .87 %","",""
"2021-03-31","   .51 %","","   .37 %","   .47 %","","   .57 %","","   .20 %","   .28 %","   .79 %","   .54 %","   .28 %","","   .00 %","   .41 %","   .20 %","   .14 %","   .58 %","",""
"2021-04-01","   .34 %","","   .16 %","   .47 %","","   .43 %","","   .20 %","   .21 %","   .67 %","   .68 %","   .28 %","","   .00 %","  1.23 %","   .23 %","   .19 %","   .29 %","",""
"2021-04-02","   .51 %","","   .26 %","   .47 %","","   .57 %","","   .20 %","   .21 %","   .44 %","   .68 %","   .11 %","","   .00 %","  1.23 %","   .23 %","   .19 %","   .29 %","",""
"2021-04-03","   .56 %","","   .26 %","   .00 %","","   .70 %","","   .20 %","   .34 %","   .55 %","   .57 %","   .05 %","","   .00 %","  1.02 %","   .18 %","   .28 %","   .29 %","",""
"2021-04-04","   .39 %","","   .31 %","   .00 %","","   .63 %","","   .20 %","   .27 %","   .44 %","   .62 %","   .05 %","","   .00 %","   .82 %","   .18 %","   .23 %","   .28 %","",""
"2021-04-05","   .28 %","","   .21 %","   .00 %","","   .70 %","","   .20 %","   .41 %","   .44 %","   .66 %","   .05 %","","   .00 %","   .82 %","   .10 %","   .23 %","   .28 %","",""
"2021-04-06","   .44 %","","   .21 %","   .00 %","","   .83 %","","   .97 %","   .54 %","   .22 %","   .52 %","   .11 %","","   .28 %","   .00 %","   .08 %","   .19 %","   .28 %","",""
"2021-04-07","   .33 %","","   .16 %","   .45 %","","   .55 %","","   .78 %","   .67 %","   .33 %","   .61 %","   .22 %","","   .28 %","   .00 %","   .15 %","   .14 %","   .28 %","",""
"2021-04-08","   .38 %","","   .26 %","   .45 %","","   .48 %","","   .78 %","   .60 %","   .54 %","   .65 %","   .22 %","","   .28 %","   .39 %","   .15 %","   .14 %","   .28 %","",""
"2021-04-09","   .49 %","","   .36 %","   .45 %","","   .61 %","","   .96 %","   .86 %","   .54 %","   .60 %","   .16 %","","   .84 %","   .39 %","   .10 %","   .18 %","   .28 %","",""
"2021-04-10","   .49 %","","   .36 %","   .45 %","","   .61 %","","   .96 %","   .66 %","   .64 %","   .55 %","   .38 %","","   .84 %","   .39 %","   .13 %","   .32 %","   .28 %","",""
"2021-04-11","   .38 %","","   .36 %","   .45 %","","   .60 %","","   .37 %","   .53 %","   .64 %","   .69 %","   .38 %","","   .70 %","   .39 %","   .27 %","   .37 %","   .28 %","",""
"2021-04-12","   .33 %","","   .36 %","   .44 %","","   .73 %","","   .37 %","   .33 %","   .53 %","   .63 %","   .27 %","","   .70 %","   .39 %","   .25 %","   .46 %","   .28 %","",""
"2021-04-13","   .32 %","","   .25 %","   .88 %","","   .73 %","","   .37 %","   .39 %","   .53 %","   .63 %","   .38 %","","   .97 %","   .00 %","   .30 %","   .36 %","   .28 %","",""
"2021-04-14","   .27 %","","   .20 %","   .88 %","","   .85 %","","   .19 %","   .26 %","   .53 %","   .63 %","   .38 %","","   .41 %","   .19 %","   .40 %","   .50 %","   .00 %","",""
"2021-04-15","   .32 %","","   .20 %","   .88 %","","   .97 %","","   .19 %","   .45 %","   .73 %","   .58 %","   .16 %","","   .41 %","   .57 %","   .42 %","   .36 %","   .00 %","",""
"2021-04-16","   .27 %","","   .50 %","   .88 %","","   .90 %","","   .00 %","   .45 %","  1.03 %","   .66 %","   .21 %","","   .40 %","   .57 %","   .32 %","   .36 %","   .00 %","",""
"2021-04-17","   .37 %","","   .55 %","   .43 %","","   .83 %","","   .00 %","   .45 %","  1.23 %","   .66 %","   .21 %","","   .40 %","   .95 %","   .42 %","   .45 %","   .00 %","",""
"2021-04-18","   .32 %","","   .50 %","   .00 %","","  1.08 %","","   .55 %","   .45 %","  1.11 %","   .65 %","   .21 %","","   .13 %","   .95 %","   .49 %","   .71 %","   .00 %","",""
"2021-04-19","   .47 %","","   .50 %","   .00 %","","  1.06 %","","   .55 %","   .32 %","  1.21 %","   .65 %","   .21 %","","   .13 %","   .75 %","   .51 %","   .57 %","   .00 %","",""
"2021-04-20","   .42 %","","   .70 %","   .00 %","","   .99 %","","   .55 %","   .25 %","   .80 %","   .65 %","   .32 %","","   .53 %","   .56 %","   .51 %","   .83 %","   .27 %","",""
"2021-04-21","   .47 %","","   .44 %","   .00 %","","   .99 %","","   .73 %","   .25 %","   .88 %","   .56 %","   .26 %","","   .40 %","   .56 %","   .65 %","   .83 %","   .54 %","",""
"2021-04-22","   .42 %","","   .39 %","   .00 %","","   .98 %","","   .91 %","   .25 %","  1.25 %","   .64 %","   .42 %","","   .40 %","   .18 %","   .64 %","   .82 %","   .54 %","",""
"2021-04-23","   .67 %","","   .39 %","   .00 %","","   .91 %","","   .36 %","   .19 %","  1.24 %","   .72 %","   .36 %","","   .53 %","   .18 %","   .55 %","   .77 %","   .54 %","",""
